path,period,strategy,wealth
18,32,rebalanced,0.82290627
18,33,rebalanced,1.2343594
18,34,rebalanced,0.92576956
18,35,rebalanced,0.69432717
18,36,rebalanced,1.0414907
18,37,rebalanced,0.78111806
18,38,rebalanced,1.1716771
18,39,rebalanced,0.87875782
18,40,rebalanced,0.65906837
18,41,rebalanced,0.98860255
18,42,rebalanced,0.74145191
18,43,rebalanced,1.1121779
18,44,rebalanced,1.6682668
18,45,rebalanced,1.2512001
18,46,rebalanced,1.8768001
18,47,rebalanced,1.4076001
18,48,rebalanced,2.1114002
18,49,rebalanced,3.1671003
18,50,rebalanced,4.7506504
18,51,rebalanced,7.1259756
18,52,rebalanced,5.3444817
18,53,rebalanced,8.0167225
18,54,rebalanced,6.0125419
18,55,rebalanced,9.0188128
18,56,rebalanced,13.528219
18,57,rebalanced,10.146164
18,58,rebalanced,7.6096233
18,59,rebalanced,11.414435
18,60,rebalanced,17.121652
18,61,rebalanced,12.841239
18,62,rebalanced,19.261859
18,63,rebalanced,14.446394
18,64,rebalanced,10.834796
18,65,rebalanced,8.1260968
18,66,rebalanced,6.0945726
18,67,rebalanced,9.1418589
18,68,rebalanced,6.8563942
18,69,rebalanced,5.1422956
18,70,rebalanced,3.8567217
18,71,rebalanced,2.8925413
18,72,rebalanced,4.3388119
18,73,rebalanced,3.2541089
18,74,rebalanced,4.8811634
18,75,rebalanced,3.6608726
18,76,rebalanced,2.7456544
18,77,rebalanced,4.1184816
18,78,rebalanced,3.0888612
18,79,rebalanced,2.3166459
18,80,rebalanced,3.4749689
18,81,rebalanced,5.2124533
18,82,rebalanced,7.81868
18,83,rebalanced,11.72802
18,84,rebalanced,17.59203
18,85,rebalanced,26.388045
18,86,rebalanced,19.791034
18,87,rebalanced,14.843275
18,88,rebalanced,11.132456
18,89,rebalanced,16.698685
18,90,rebalanced,12.524014
18,91,rebalanced,18.78602
18,92,rebalanced,28.17903
18,93,rebalanced,42.268546
18,94,rebalanced,63.402818
18,95,rebalanced,95.104228
18,96,rebalanced,71.328171
18,97,rebalanced,53.496128
18,98,rebalanced,80.244192
18,99,rebalanced,60.183144
18,100,rebalanced,45.137358
19,0,rebalanced,1
19,1,rebalanced,1.5
19,2,rebalanced,2.25
19,3,rebalanced,1.6875
19,4,rebalanced,2.53125
19,5,rebalanced,1.8984375
19,6,rebalanced,1.4238281
19,7,rebalanced,1.0678711
19,8,rebalanced,1.6018066
19,9,rebalanced,1.201355
19,10,rebalanced,1.8020325
19,11,rebalanced,1.3515244
19,12,rebalanced,2.0272865
19,13,rebalanced,3.0409298
19,14,rebalanced,2.2806973
19,15,rebalanced,1.710523
19,16,rebalanced,1.2828923
19,17,rebalanced,1.9243384
19,18,rebalanced,2.8865076
19,19,rebalanced,4.3297614
19,20,rebalanced,6.4946421
19,21,rebalanced,4.8709815
19,22,rebalanced,3.6532362
19,23,rebalanced,2.7399271
19,24,rebalanced,4.1098907
19,25,rebalanced,6.164836
19,26,rebalanced,9.247254
19,27,rebalanced,6.9354405
19,28,rebalanced,5.2015804
19,29,rebalanced,3.9011853
19,30,rebalanced,5.8517779
19,31,rebalanced,8.7776669
19,32,rebalanced,6.5832502
19,33,rebalanced,4.9374376
19,34,rebalanced,7.4061564
19,35,rebalanced,11.109235
19,36,rebalanced,8.331926
19,37,rebalanced,6.2489445
19,38,rebalanced,4.6867084
19,39,rebalanced,3.5150313
19,40,rebalanced,2.6362735
19,41,rebalanced,3.9544102
19,42,rebalanced,5.9316153
19,43,rebalanced,8.8974229
19,44,rebalanced,13.346134
19,45,rebalanced,10.009601
19,46,rebalanced,7.5072006
19,47,rebalanced,11.260801
19,48,rebalanced,8.4456007
19,49,rebalanced,6.3342005
19,50,rebalanced,9.5013008
19,51,rebalanced,14.251951
19,52,rebalanced,10.688963
19,53,rebalanced,8.0167225
19,54,rebalanced,6.0125419
19,55,rebalanced,4.5094064
19,56,rebalanced,3.3820548
19,57,rebalanced,2.5365411
19,58,rebalanced,1.9024058
19,59,rebalanced,1.4268044
19,60,rebalanced,1.0701033
19,61,rebalanced,1.6051549
19,62,rebalanced,1.2038662
19,63,rebalanced,0.90289964
19,64,rebalanced,0.67717473
19,65,rebalanced,1.0157621
19,66,rebalanced,0.76182157
19,67,rebalanced,1.1427324
19,68,rebalanced,0.85704927
19,69,rebalanced,1.2855739
19,70,rebalanced,1.9283609
19,71,rebalanced,1.4462706
19,72,rebalanced,2.169406
19,73,rebalanced,1.6270545
19,74,rebalanced,1.2202909
19,75,rebalanced,1.8304363
19,76,rebalanced,2.7456544
19,77,rebalanced,4.1184816
19,78,rebalanced,3.0888612
19,79,rebalanced,2.3166459
19,80,rebalanced,3.4749689
19,81,rebalanced,2.6062267
19,82,rebalanced,3.90934
19,83,rebalanced,5.86401
19,84,rebalanced,8.796015
19,85,rebalanced,6.5970112
19,86,rebalanced,9.8955168
19,87,rebalanced,14.843275
19,88,rebalanced,22.264913
19,89,rebalanced,33.397369
19,90,rebalanced,25.048027
19,91,rebalanced,18.78602
19,92,rebalanced,28.17903
19,93,rebalanced,42.268546
19,94,rebalanced,63.402818
19,95,rebalanced,95.104228
19,96,rebalanced,142.65634
19,97,rebalanced,213.98451
19,98,rebalanced,160.48838
19,99,rebalanced,120.36629
19,100,rebalanced,180.54943
20,0,rebalanced,1
20,1,rebalanced,0.75
20,2,rebalanced,0.5625
20,3,rebalanced,0.421875
20,4,rebalanced,0.31640625
20,5,rebalanced,0.23730469
20,6,rebalanced,0.17797852
20,7,rebalanced,0.26696777
20,8,rebalanced,0.40045166
20,9,rebalanced,0.60067749
20,10,rebalanced,0.45050812
20,11,rebalanced,0.67576218
20,12,rebalanced,0.50682163
20,13,rebalanced,0.38011622
20,14,rebalanced,0.57017434
20,15,rebalanced,0.42763075
20,16,rebalanced,0.32072306
20,17,rebalanced,0.4810846
20,18,rebalanced,0.36081345
20,19,rebalanced,0.54122017
20,20,rebalanced,0.81183026
20,21,rebalanced,0.60887269
20,22,rebalanced,0.91330904
20,23,rebalanced,0.68498178
20,24,rebalanced,1.0274727
20,25,rebalanced,0.7706045
20,26,rebalanced,1.1559068
20,27,rebalanced,1.7338601
20,28,rebalanced,1.3003951
20,29,rebalanced,0.97529632
20,30,rebalanced,0.73147224
20,31,rebalanced,0.54860418
20,32,rebalanced,0.82290627
20,33,rebalanced,0.6171797
20,34,rebalanced,0.92576956
20,35,rebalanced,0.69432717
20,36,rebalanced,0.52074537
20,37,rebalanced,0.39055903
20,38,rebalanced,0.58583855
20,39,rebalanced,0.87875782
20,40,rebalanced,1.3181367
20,41,rebalanced,1.9772051
20,42,rebalanced,2.9658076
20,43,rebalanced,2.2243557
20,44,rebalanced,3.3365336
20,45,rebalanced,2.5024002
20,46,rebalanced,1.8768001
20,47,rebalanced,2.8152002
20,48,rebalanced,2.1114002
20,49,rebalanced,1.5835501
20,50,rebalanced,2.3753252
20,51,rebalanced,3.5629878
20,52,rebalanced,2.6722408
20,53,rebalanced,2.0041806
20,54,rebalanced,3.0062709
20,55,rebalanced,4.5094064
20,56,rebalanced,3.3820548
20,57,rebalanced,5.0730822
20,58,rebalanced,3.8048117
20,59,rebalanced,5.7072175
20,60,rebalanced,4.2804131
20,61,rebalanced,3.2103098
20,62,rebalanced,2.4077324
20,63,rebalanced,1.8057993
20,64,rebalanced,1.3543495
20,65,rebalanced,2.0315242
20,66,rebalanced,3.0472863
20,67,rebalanced,4.5709294
20,68,rebalanced,3.4281971
20,69,rebalanced,2.5711478
20,70,rebalanced,1.9283609
20,71,rebalanced,1.4462706
20,72,rebalanced,2.169406
20,73,rebalanced,3.2541089
20,74,rebalanced,4.8811634
20,75,rebalanced,7.3217451
20,76,rebalanced,10.982618
20,77,rebalanced,16.473927
20,78,rebalanced,24.71089
20,79,rebalanced,37.066335
20,80,rebalanced,27.799751
20,81,rebalanced,20.849813
20,82,rebalanced,15.63736
20,83,rebalanced,23.45604
20,84,rebalanced,17.59203
20,85,rebalanced,13.194022
20,86,rebalanced,19.791034
20,87,rebalanced,29.686551
20,88,rebalanced,22.264913
20,89,rebalanced,33.397369
20,90,rebalanced,25.048027
20,91,rebalanced,37.572041
20,92,rebalanced,56.358061
20,93,rebalanced,42.268546
20,94,rebalanced,31.701409
20,95,rebalanced,23.776057
20,96,rebalanced,35.664085
20,97,rebalanced,26.748064
20,98,rebalanced,40.122096
20,99,rebalanced,60.183144
20,100,rebalanced,90.274716
21,0,rebalanced,1
21,1,rebalanced,0.75
21,2,rebalanced,0.5625
21,3,rebalanced,0.84375
21,4,rebalanced,0.6328125
21,5,rebalanced,0.94921875
21,6,rebalanced,1.4238281
21,7,rebalanced,1.0678711
21,8,rebalanced,0.80090332
21,9,rebalanced,1.201355
21,10,rebalanced,1.8020325
21,11,rebalanced,1.3515244
21,12,rebalanced,2.0272865
21,13,rebalanced,3.0409298
21,14,rebalanced,4.5613947
21,15,rebalanced,6.842092
21,16,rebalanced,10.263138
21,17,rebalanced,7.6973535
21,18,rebalanced,11.54603
21,19,rebalanced,8.6595227
21,20,rebalanced,12.989284
21,21,rebalanced,9.7419631
21,22,rebalanced,14.612945
21,23,rebalanced,10.959708
21,24,rebalanced,8.2197813
21,25,rebalanced,6.164836
21,26,rebalanced,9.247254
21,27,rebalanced,6.9354405
21,28,rebalanced,5.2015804
21,29,rebalanced,3.9011853
21,30,rebalanced,5.8517779
21,31,rebalanced,8.7776669
21,32,rebalanced,6.5832502
21,33,rebalanced,4.9374376
21,34,rebalanced,7.4061564
21,35,rebalanced,5.5546173
21,36,rebalanced,4.165963
21,37,rebalanced,3.1244722
21,38,rebalanced,4.6867084
21,39,rebalanced,3.5150313
21,40,rebalanced,2.6362735
21,41,rebalanced,1.9772051
21,42,rebalanced,1.4829038
21,43,rebalanced,1.1121779
21,44,rebalanced,0.8341334
21,45,rebalanced,1.2512001
21,46,rebalanced,0.93840007
21,47,rebalanced,0.70380006
21,48,rebalanced,1.0557001
21,49,rebalanced,1.5835501
21,50,rebalanced,2.3753252
21,51,rebalanced,3.5629878
21,52,rebalanced,5.3444817
21,53,rebalanced,8.0167225
21,54,rebalanced,12.025084
21,55,rebalanced,18.037626
21,56,rebalanced,27.056438
21,57,rebalanced,20.292329
21,58,rebalanced,30.438493
21,59,rebalanced,45.65774
21,60,rebalanced,68.48661
21,61,rebalanced,102.72991
21,62,rebalanced,154.09487
21,63,rebalanced,231.14231
21,64,rebalanced,346.71346
21,65,rebalanced,520.07019
21,66,rebalanced,780.10529
21,67,rebalanced,585.07897
21,68,rebalanced,438.80923
21,69,rebalanced,329.10692
21,70,rebalanced,493.66038
21,71,rebalanced,740.49057
21,72,rebalanced,1110.7359
21,73,rebalanced,833.05189
21,74,rebalanced,1249.5778
21,75,rebalanced,937.18338
21,76,rebalanced,702.88753
21,77,rebalanced,527.16565
21,78,rebalanced,395.37424
21,79,rebalanced,593.06136
21,80,rebalanced,444.79602
21,81,rebalanced,667.19402
21,82,rebalanced,500.39552
21,83,rebalanced,375.29664
21,84,rebalanced,562.94496
21,85,rebalanced,844.41744
21,86,rebalanced,633.31308
21,87,rebalanced,474.98481
21,88,rebalanced,712.47721
21,89,rebalanced,1068.7158
21,90,rebalanced,801.53686
21,91,rebalanced,601.15265
21,92,rebalanced,901.72897
21,93,rebalanced,1352.5935
21,94,rebalanced,2028.8902
21,95,rebalanced,3043.3353
21,96,rebalanced,2282.5015
21,97,rebalanced,1711.8761
21,98,rebalanced,2567.8141
21,99,rebalanced,3851.7212
21,100,rebalanced,5777.5818
22,0,rebalanced,1
22,1,rebalanced,0.75
22,2,rebalanced,1.125
22,3,rebalanced,0.84375
22,4,rebalanced,1.265625
22,5,rebalanced,0.94921875
22,6,rebalanced,1.4238281
22,7,rebalanced,1.0678711
22,8,rebalanced,0.80090332
22,9,rebalanced,1.201355
22,10,rebalanced,1.8020325
22,11,rebalanced,2.7030487
22,12,rebalanced,4.0545731
22,13,rebalanced,6.0818596
22,14,rebalanced,9.1227894
22,15,rebalanced,6.842092
22,16,rebalanced,10.263138
22,17,rebalanced,15.394707
22,18,rebalanced,23.092061
22,19,rebalanced,34.638091
22,20,rebalanced,25.978568
22,21,rebalanced,38.967852
22,22,rebalanced,29.225889
22,23,rebalanced,43.838834
22,24,rebalanced,65.758251
22,25,rebalanced,49.318688
22,26,rebalanced,73.978032
22,27,rebalanced,55.483524
22,28,rebalanced,83.225286
22,29,rebalanced,62.418965
22,30,rebalanced,46.814223
22,31,rebalanced,70.221335
22,32,rebalanced,52.666001
22,33,rebalanced,39.499501
22,34,rebalanced,29.624626
22,35,rebalanced,44.436939
22,36,rebalanced,33.327704
22,37,rebalanced,24.995778
22,38,rebalanced,18.746833
22,39,rebalanced,28.12025
22,40,rebalanced,21.090188
22,41,rebalanced,15.817641
22,42,rebalanced,11.863231
22,43,rebalanced,17.794846
22,44,rebalanced,13.346134
22,45,rebalanced,10.009601
22,46,rebalanced,15.014401
22,47,rebalanced,22.521602
22,48,rebalanced,16.891201
22,49,rebalanced,12.668401
22,50,rebalanced,9.5013008
22,51,rebalanced,7.1259756
22,52,rebalanced,5.3444817
22,53,rebalanced,8.0167225
22,54,rebalanced,6.0125419
22,55,rebalanced,4.5094064
22,56,rebalanced,3.3820548
22,57,rebalanced,5.0730822
22,58,rebalanced,7.6096233
22,59,rebalanced,11.414435
22,60,rebalanced,8.5608262
22,61,rebalanced,12.841239
22,62,rebalanced,9.6309295
22,63,rebalanced,7.2231971
22,64,rebalanced,10.834796
22,65,rebalanced,16.252194
22,66,rebalanced,24.37829
22,67,rebalanced,36.567436
22,68,rebalanced,54.851153
22,69,rebalanced,82.27673
22,70,rebalanced,61.707547
22,71,rebalanced,46.280661
22,72,rebalanced,69.420991
22,73,rebalanced,104.13149
22,74,rebalanced,78.098615
22,75,rebalanced,117.14792
22,76,rebalanced,175.72188
22,77,rebalanced,131.79141
22,78,rebalanced,98.843559
22,79,rebalanced,74.132669
22,80,rebalanced,55.599502
22,81,rebalanced,83.399253
22,82,rebalanced,62.54944
22,83,rebalanced,93.82416
22,84,rebalanced,140.73624
22,85,rebalanced,105.55218
22,86,rebalanced,158.32827
22,87,rebalanced,118.7462
22,88,rebalanced,178.1193
22,89,rebalanced,133.58948
22,90,rebalanced,200.38422
22,91,rebalanced,150.28816
22,92,rebalanced,225.43224
22,93,rebalanced,338.14836
22,94,rebalanced,507.22255
22,95,rebalanced,380.41691
22,96,rebalanced,285.31268
22,97,rebalanced,427.96902
22,98,rebalanced,320.97677
22,99,rebalanced,240.73258
22,100,rebalanced,361.09886
23,0,rebalanced,1
23,1,rebalanced,0.75
23,2,rebalanced,1.125
23,3,rebalanced,0.84375
23,4,rebalanced,0.6328125
23,5,rebalanced,0.47460938
23,6,rebalanced,0.35595703
23,7,rebalanced,0.26696777
23,8,rebalanced,0.20022583
23,9,rebalanced,0.15016937
23,10,rebalanced,0.11262703
23,11,rebalanced,0.084470272
23,12,rebalanced,0.12670541
23,13,rebalanced,0.19005811
23,14,rebalanced,0.28508717
23,15,rebalanced,0.21381538
23,16,rebalanced,0.16036153
23,17,rebalanced,0.12027115
23,18,rebalanced,0.18040672
23,19,rebalanced,0.13530504
23,20,rebalanced,0.20295756
23,21,rebalanced,0.30443635
23,22,rebalanced,0.45665452
23,23,rebalanced,0.68498178
23,24,rebalanced,0.51373633
23,25,rebalanced,0.38530225
23,26,rebalanced,0.57795338
23,27,rebalanced,0.43346503
23,28,rebalanced,0.65019755
23,29,rebalanced,0.97529632
23,30,rebalanced,1.4629445
23,31,rebalanced,1.0972084
23,32,rebalanced,0.82290627
23,33,rebalanced,0.6171797
23,34,rebalanced,0.92576956
23,35,rebalanced,1.3886543
23,36,rebalanced,1.0414907
23,37,rebalanced,1.5622361
23,38,rebalanced,2.3433542
23,39,rebalanced,1.7575156
23,40,rebalanced,2.6362735
23,41,rebalanced,1.9772051
23,42,rebalanced,1.4829038
23,43,rebalanced,2.2243557
23,44,rebalanced,3.3365336
23,45,rebalanced,5.0048004
23,46,rebalanced,7.5072006
23,47,rebalanced,5.6304004
23,48,rebalanced,8.4456007
23,49,rebalanced,6.3342005
23,50,rebalanced,9.5013008
23,51,rebalanced,7.1259756
23,52,rebalanced,5.3444817
23,53,rebalanced,4.0083613
23,54,rebalanced,3.0062709
23,55,rebalanced,2.2547032
23,56,rebalanced,1.6910274
23,57,rebalanced,1.2682706
23,58,rebalanced,1.9024058
23,59,rebalanced,1.4268044
23,60,rebalanced,2.1402066
23,61,rebalanced,1.6051549
23,62,rebalanced,2.4077324
23,63,rebalanced,1.8057993
23,64,rebalanced,2.7086989
23,65,rebalanced,4.0630484
23,66,rebalanced,6.0945726
23,67,rebalanced,9.1418589
23,68,rebalanced,13.712788
23,69,rebalanced,10.284591
23,70,rebalanced,7.7134434
23,71,rebalanced,5.7850826
23,72,rebalanced,8.6776239
23,73,rebalanced,6.5082179
23,74,rebalanced,4.8811634
23,75,rebalanced,3.6608726
23,76,rebalanced,5.4913088
23,77,rebalanced,4.1184816
23,78,rebalanced,3.0888612
23,79,rebalanced,4.6332918
23,80,rebalanced,3.4749689
23,81,rebalanced,2.6062267
23,82,rebalanced,3.90934
23,83,rebalanced,5.86401
23,84,rebalanced,8.796015
23,85,rebalanced,13.194022
23,86,rebalanced,9.8955168
23,87,rebalanced,14.843275
23,88,rebalanced,11.132456
23,89,rebalanced,8.3493423
23,90,rebalanced,6.2620068
23,91,rebalanced,4.6965051
23,92,rebalanced,3.5223788
23,93,rebalanced,2.6417841
23,94,rebalanced,3.9626762
23,95,rebalanced,2.9720071
23,96,rebalanced,4.4580107
23,97,rebalanced,6.687016
23,98,rebalanced,5.015262
23,99,rebalanced,7.522893
23,100,rebalanced,5.6421698
24,0,rebalanced,1
24,1,rebalanced,0.75
24,2,rebalanced,0.5625
24,3,rebalanced,0.421875
24,4,rebalanced,0.6328125
24,5,rebalanced,0.94921875
24,6,rebalanced,1.4238281
24,7,rebalanced,2.1357422
24,8,rebalanced,3.2036133
24,9,rebalanced,2.40271
24,10,rebalanced,3.6040649
24,11,rebalanced,2.7030487
24,12,rebalanced,2.0272865
24,13,rebalanced,3.0409298
24,14,rebalanced,4.5613947
24,15,rebalanced,6.842092
24,16,rebalanced,10.263138
24,17,rebalanced,7.6973535
24,18,rebalanced,11.54603
24,19,rebalanced,8.6595227
24,20,rebalanced,6.4946421
24,21,rebalanced,9.7419631
24,22,rebalanced,7.3064723
24,23,rebalanced,5.4798542
24,24,rebalanced,4.1098907
24,25,rebalanced,6.164836
24,26,rebalanced,4.623627
24,27,rebalanced,6.9354405
24,28,rebalanced,5.2015804
24,29,rebalanced,7.8023706
24,30,rebalanced,5.8517779
24,31,rebalanced,4.3888334
24,32,rebalanced,6.5832502
24,33,rebalanced,4.9374376
24,34,rebalanced,7.4061564
24,35,rebalanced,5.5546173
24,36,rebalanced,4.165963
24,37,rebalanced,6.2489445
24,38,rebalanced,4.6867084
24,39,rebalanced,7.0300626
24,40,rebalanced,10.545094
24,41,rebalanced,15.817641
24,42,rebalanced,23.726461
24,43,rebalanced,35.589692
24,44,rebalanced,53.384538
24,45,rebalanced,80.076806
24,46,rebalanced,60.057605
24,47,rebalanced,45.043204
24,48,rebalanced,67.564805
24,49,rebalanced,50.673604
24,50,rebalanced,76.010406
24,51,rebalanced,57.007805
24,52,rebalanced,42.755853
24,53,rebalanced,32.06689
24,54,rebalanced,48.100335
24,55,rebalanced,72.150503
24,56,rebalanced,54.112877
24,57,rebalanced,81.169315
24,58,rebalanced,60.876987
24,59,rebalanced,45.65774
24,60,rebalanced,68.48661
24,61,rebalanced,102.72991
24,62,rebalanced,154.09487
24,63,rebalanced,231.14231
24,64,rebalanced,346.71346
24,65,rebalanced,520.07019
24,66,rebalanced,780.10529
24,67,rebalanced,1170.1579
24,68,rebalanced,877.61845
24,69,rebalanced,658.21384
24,70,rebalanced,987.32076
24,71,rebalanced,1480.9811
24,72,rebalanced,1110.7359
24,73,rebalanced,1666.1038
24,74,rebalanced,1249.5778
24,75,rebalanced,1874.3668
24,76,rebalanced,2811.5501
24,77,rebalanced,4217.3252
24,78,rebalanced,3162.9939
24,79,rebalanced,4744.4908
24,80,rebalanced,3558.3681
24,81,rebalanced,5337.5522
24,82,rebalanced,4003.1641
24,83,rebalanced,6004.7462
24,84,rebalanced,4503.5597
24,85,rebalanced,3377.6698
24,86,rebalanced,2533.2523
24,87,rebalanced,1899.9392
24,88,rebalanced,1424.9544
24,89,rebalanced,1068.7158
24,90,rebalanced,801.53686
24,91,rebalanced,1202.3053
24,92,rebalanced,901.72897
24,93,rebalanced,676.29673
24,94,rebalanced,1014.4451
24,95,rebalanced,760.83382
24,96,rebalanced,570.62537
24,97,rebalanced,855.93805
24,98,rebalanced,641.95354
24,99,rebalanced,962.9303
24,100,rebalanced,722.19773
25,0,rebalanced,1
25,1,rebalanced,0.75
25,2,rebalanced,1.125
25,3,rebalanced,1.6875
25,4,rebalanced,2.53125
25,5,rebalanced,1.8984375
25,6,rebalanced,2.8476562
25,7,rebalanced,2.1357422
25,8,rebalanced,3.2036133
25,9,rebalanced,4.8054199
25,10,rebalanced,3.6040649
25,11,rebalanced,5.4060974
25,12,rebalanced,4.0545731
25,13,rebalanced,3.0409298
25,14,rebalanced,2.2806973
25,15,rebalanced,3.421046
25,16,rebalanced,2.5657845
25,17,rebalanced,3.8486768
25,18,rebalanced,5.7730152
25,19,rebalanced,8.6595227
25,20,rebalanced,6.4946421
25,21,rebalanced,4.8709815
25,22,rebalanced,7.3064723
25,23,rebalanced,5.4798542
25,24,rebalanced,8.2197813
25,25,rebalanced,12.329672
25,26,rebalanced,9.247254
25,27,rebalanced,6.9354405
25,28,rebalanced,5.2015804
25,29,rebalanced,3.9011853
25,30,rebalanced,5.8517779
25,31,rebalanced,8.7776669
25,32,rebalanced,6.5832502
25,33,rebalanced,9.8748753
25,34,rebalanced,7.4061564
25,35,rebalanced,5.5546173
25,36,rebalanced,4.165963
25,37,rebalanced,3.1244722
25,38,rebalanced,2.3433542
25,39,rebalanced,3.5150313
25,40,rebalanced,2.6362735
25,41,rebalanced,1.9772051
25,42,rebalanced,2.9658076
25,43,rebalanced,4.4487115
25,44,rebalanced,6.6730672
25,45,rebalanced,10.009601
25,46,rebalanced,7.5072006
25,47,rebalanced,11.260801
25,48,rebalanced,16.891201
25,49,rebalanced,12.668401
25,50,rebalanced,19.002602
25,51,rebalanced,14.251951
25,52,rebalanced,21.377927
25,53,rebalanced,16.033445
25,54,rebalanced,12.025084
25,55,rebalanced,9.0188128
25,56,rebalanced,13.528219
25,57,rebalanced,10.146164
25,58,rebalanced,7.6096233
25,59,rebalanced,11.414435
25,60,rebalanced,8.5608262
25,61,rebalanced,6.4206197
25,62,rebalanced,4.8154648
25,63,rebalanced,7.2231971
25,64,rebalanced,5.4173979
25,65,rebalanced,8.1260968
25,66,rebalanced,12.189145
25,67,rebalanced,9.1418589
25,68,rebalanced,6.8563942
25,69,rebalanced,5.1422956
25,70,rebalanced,3.8567217
25,71,rebalanced,2.8925413
25,72,rebalanced,2.169406
25,73,rebalanced,3.2541089
25,74,rebalanced,4.8811634
25,75,rebalanced,7.3217451
25,76,rebalanced,5.4913088
25,77,rebalanced,8.2369633
25,78,rebalanced,12.355445
25,79,rebalanced,9.2665837
25,80,rebalanced,6.9499378
25,81,rebalanced,10.424907
25,82,rebalanced,15.63736
25,83,rebalanced,23.45604
25,84,rebalanced,17.59203
25,85,rebalanced,26.388045
25,86,rebalanced,39.582067
25,87,rebalanced,29.686551
25,88,rebalanced,44.529826
25,89,rebalanced,66.794739
25,90,rebalanced,100.19211
25,91,rebalanced,150.28816
25,92,rebalanced,225.43224
25,93,rebalanced,169.07418
25,94,rebalanced,126.80564
25,95,rebalanced,95.104228
25,96,rebalanced,142.65634
25,97,rebalanced,106.99226
25,98,rebalanced,160.48838
25,99,rebalanced,120.36629
25,100,rebalanced,90.274716
26,0,rebalanced,1
26,1,rebalanced,0.75
26,2,rebalanced,0.5625
26,3,rebalanced,0.84375
26,4,rebalanced,1.265625
26,5,rebalanced,1.8984375
26,6,rebalanced,1.4238281
26,7,rebalanced,2.1357422
26,8,rebalanced,3.2036133
26,9,rebalanced,4.8054199
26,10,rebalanced,7.2081299
26,11,rebalanced,10.812195
26,12,rebalanced,8.1091461
26,13,rebalanced,6.0818596
26,14,rebalanced,4.5613947
26,15,rebalanced,6.842092
26,16,rebalanced,10.263138
26,17,rebalanced,15.394707
26,18,rebalanced,23.092061
26,19,rebalanced,17.319045
26,20,rebalanced,12.989284
26,21,rebalanced,9.7419631
26,22,rebalanced,14.612945
26,23,rebalanced,10.959708
26,24,rebalanced,8.2197813
26,25,rebalanced,6.164836
26,26,rebalanced,4.623627
26,27,rebalanced,6.9354405
26,28,rebalanced,5.2015804
26,29,rebalanced,7.8023706
26,30,rebalanced,5.8517779
26,31,rebalanced,4.3888334
26,32,rebalanced,3.2916251
26,33,rebalanced,2.4687188
26,34,rebalanced,3.7030782
26,35,rebalanced,2.7773087
26,36,rebalanced,4.165963
26,37,rebalanced,3.1244722
26,38,rebalanced,4.6867084
26,39,rebalanced,7.0300626
26,40,rebalanced,10.545094
26,41,rebalanced,15.817641
26,42,rebalanced,23.726461
26,43,rebalanced,17.794846
26,44,rebalanced,26.692269
26,45,rebalanced,20.019202
26,46,rebalanced,15.014401
26,47,rebalanced,22.521602
26,48,rebalanced,33.782403
26,49,rebalanced,25.336802
26,50,rebalanced,38.005203
26,51,rebalanced,57.007805
26,52,rebalanced,85.511707
26,53,rebalanced,128.26756
26,54,rebalanced,96.20067
26,55,rebalanced,144.30101
26,56,rebalanced,108.22575
26,57,rebalanced,162.33863
26,58,rebalanced,243.50795
26,59,rebalanced,365.26192
26,60,rebalanced,273.94644
26,61,rebalanced,410.91966
26,62,rebalanced,616.37949
26,63,rebalanced,924.56923
26,64,rebalanced,1386.8539
26,65,rebalanced,1040.1404
26,66,rebalanced,1560.2106
26,67,rebalanced,2340.3159
26,68,rebalanced,1755.2369
26,69,rebalanced,2632.8554
26,70,rebalanced,1974.6415
26,71,rebalanced,1480.9811
26,72,rebalanced,2221.4717
26,73,rebalanced,3332.2076
26,74,rebalanced,2499.1557
26,75,rebalanced,3748.7335
26,76,rebalanced,2811.5501
26,77,rebalanced,2108.6626
26,78,rebalanced,3162.9939
26,79,rebalanced,4744.4908
26,80,rebalanced,7116.7363
26,81,rebalanced,10675.104
26,82,rebalanced,8006.3283
26,83,rebalanced,6004.7462
26,84,rebalanced,9007.1193
26,85,rebalanced,6755.3395
26,86,rebalanced,5066.5046
26,87,rebalanced,3799.8785
26,88,rebalanced,2849.9089
26,89,rebalanced,4274.8633
26,90,rebalanced,6412.2949
26,91,rebalanced,4809.2212
26,92,rebalanced,3606.9159
26,93,rebalanced,5410.3738
26,94,rebalanced,4057.7804
26,95,rebalanced,6086.6706
26,96,rebalanced,9130.0058
26,97,rebalanced,13695.009
26,98,rebalanced,10271.257
26,99,rebalanced,15406.885
26,100,rebalanced,23110.327
27,0,rebalanced,1
27,1,rebalanced,0.75
27,2,rebalanced,1.125
27,3,rebalanced,1.6875
27,4,rebalanced,1.265625
27,5,rebalanced,1.8984375
27,6,rebalanced,1.4238281
27,7,rebalanced,2.1357422
27,8,rebalanced,1.6018066
27,9,rebalanced,2.40271
27,10,rebalanced,1.8020325
27,11,rebalanced,1.3515244
27,12,rebalanced,2.0272865
27,13,rebalanced,1.5204649
27,14,rebalanced,1.1403487
27,15,rebalanced,0.8552615
27,16,rebalanced,1.2828923
27,17,rebalanced,0.96216919
27,18,rebalanced,1.4432538
27,19,rebalanced,1.0824403
27,20,rebalanced,1.6236605
27,21,rebalanced,2.4354908
27,22,rebalanced,1.8266181
