fraction,cycle_multiplier,final_wealth,total_return_pct
0.0,1.0,100.0,0.0
0.25,0.9993749999999999,96.92237654086182,-3.077623459138179
0.5,0.9974999999999999,88.23587930030043,-11.764120699699577
0.75,0.994375,75.42405013661852,-24.575949863381485
1.0,0.9900000000000001,60.50060671375401,-39.49939328624599
